image_id,label,prediction_fold0,prediction_fold1,prediction_fold2,prediction_fold3
1463895571.jpg,1,1.0,0.0,3.0,3.0
43400769.jpg,3,3.0,4.0,2.0,3.0
3671009734.jpg,3,3.0,3.0,1.0,3.0
2451601022.jpg,4,3.0,3.0,3.0,3.0
107350755.jpg,1,4.0,3.0,3.0,3.0
2657104946.jpg,2,3.0,3.0,3.0,3.0
1173040000.jpg,2,3.0,3.0,3.0,3.0
220903933.jpg,4,4.0,2.0,4.0,0.0
3809350944.jpg,2,2.0,3.0,1.0,1.0
469514672.jpg,3,3.0,3.0,3.0,3.0
2882347147.jpg,1,1.0,3.0,3.0,2.0
1480159613.jpg,3,2.0,2.0,3.0,3.0
806185900.jpg,3,3.0,4.0,3.0,3.0
3237441683.jpg,3,3.0,2.0,4.0,3.0
436004250.jpg,3,3.0,1.0,0.0,2.0
270924529.jpg,1,1.0,4.0,3.0,0.0
1364337013.jpg,3,3.0,4.0,3.0,3.0
285161140.jpg,3,3.0,3.0,1.0,1.0
1882239524.jpg,3,3.0,3.0,3.0,2.0
3437755112.jpg,0,0.0,1.0,2.0,4.0
1765190680.jpg,1,1.0,3.0,1.0,4.0
3368595399.jpg,0,0.0,3.0,3.0,0.0
3368457880.jpg,2,2.0,3.0,3.0,4.0
1783305105.jpg,3,3.0,3.0,3.0,3.0
1494600253.jpg,3,3.0,1.0,3.0,0.0
3306940309.jpg,3,3.0,3.0,2.0,3.0
2618467326.jpg,2,2.0,4.0,3.0,3.0
3201556287.jpg,3,3.0,3.0,3.0,3.0
3330498442.jpg,2,2.0,0.0,3.0,4.0
2398306504.jpg,4,0.0,3.0,3.0,4.0
2694162898.jpg,1,1.0,2.0,3.0,0.0
1287942179.jpg,3,3.0,3.0,3.0,3.0
3536394674.jpg,1,1.0,3.0,3.0,0.0
1424785333.jpg,3,3.0,3.0,4.0,2.0
2957187992.jpg,4,4.0,3.0,0.0,3.0
1620970351.jpg,3,3.0,3.0,3.0,3.0
1720773250.jpg,2,3.0,3.0,3.0,0.0
438352262.jpg,3,3.0,1.0,1.0,3.0
1391957751.jpg,3,3.0,3.0,2.0,4.0
533613162.jpg,1,3.0,3.0,3.0,3.0
2437698552.jpg,3,3.0,3.0,1.0,3.0
3593372059.jpg,3,3.0,3.0,3.0,4.0
344993238.jpg,0,1.0,3.0,2.0,3.0
549591801.jpg,3,3.0,3.0,3.0,3.0
2086436188.jpg,3,3.0,3.0,2.0,2.0
815181959.jpg,0,0.0,3.0,1.0,3.0
2895516446.jpg,2,0.0,1.0,3.0,3.0
3748130169.jpg,3,3.0,3.0,3.0,3.0
755941592.jpg,3,3.0,3.0,2.0,1.0
273321548.jpg,4,4.0,0.0,3.0,3.0
1575365407.jpg,2,3.0,2.0,4.0,3.0
1831182792.jpg,3,3.0,2.0,3.0,4.0
3291696815.jpg,4,4.0,3.0,3.0,3.0
1060739991.jpg,3,3.0,2.0,3.0,4.0
10780620.jpg,3,3.0,3.0,1.0,3.0
3989425098.jpg,3,3.0,4.0,3.0,1.0
1515903038.jpg,1,1.0,3.0,3.0,3.0
4022980210.jpg,3,3.0,0.0,4.0,3.0
1980864606.jpg,3,3.0,0.0,3.0,0.0
4129857747.jpg,3,3.0,4.0,3.0,3.0
2074837416.jpg,4,2.0,1.0,3.0,3.0
3037049633.jpg,3,3.0,3.0,2.0,0.0
3485779259.jpg,3,3.0,3.0,3.0,2.0
3738173464.jpg,3,3.0,3.0,3.0,2.0
3014758416.jpg,3,3.0,3.0,3.0,3.0
375724523.jpg,3,3.0,2.0,3.0,3.0
3864626212.jpg,0,0.0,3.0,0.0,3.0
2830260577.jpg,3,3.0,4.0,0.0,4.0
2698505801.jpg,3,3.0,3.0,3.0,1.0
1010855776.jpg,3,3.0,3.0,3.0,0.0
976098356.jpg,3,3.0,1.0,3.0,0.0
1738923752.jpg,3,3.0,4.0,3.0,3.0
1739864126.jpg,0,0.0,1.0,3.0,3.0
3391232032.jpg,1,1.0,3.0,3.0,1.0
3241206449.jpg,2,2.0,3.0,3.0,1.0
1475296121.jpg,3,3.0,4.0,2.0,0.0
4004943921.jpg,3,3.0,3.0,3.0,3.0
3409236010.jpg,3,3.0,4.0,3.0,3.0
2155661206.jpg,2,2.0,3.0,3.0,4.0
1230729035.jpg,3,1.0,3.0,3.0,0.0
3791289427.jpg,1,1.0,2.0,3.0,4.0
4071831340.jpg,1,3.0,2.0,3.0,3.0
297915316.jpg,4,2.0,2.0,3.0,3.0
2812234258.jpg,3,3.0,0.0,3.0,3.0
2138403170.jpg,3,3.0,3.0,4.0,3.0
838106879.jpg,1,4.0,3.0,3.0,3.0
2198789414.jpg,3,3.0,4.0,3.0,1.0
2907723622.jpg,3,3.0,3.0,4.0,3.0
2077422182.jpg,3,3.0,1.0,3.0,3.0
85027801.jpg,2,2.0,3.0,4.0,3.0
447702060.jpg,2,3.0,3.0,1.0,3.0
2386556017.jpg,4,4.0,3.0,3.0,2.0
799030211.jpg,1,1.0,3.0,1.0,3.0
3927154512.jpg,3,3.0,4.0,4.0,3.0
2879061263.jpg,2,2.0,1.0,3.0,3.0
540729599.jpg,3,3.0,3.0,3.0,3.0
3441335676.jpg,2,2.0,2.0,3.0,3.0
3295550498.jpg,1,2.0,3.0,3.0,3.0
850135313.jpg,3,3.0,3.0,3.0,3.0
1074822391.jpg,3,3.0,3.0,3.0,1.0
3195057988.jpg,2,0.0,3.0,3.0,3.0
2363265177.jpg,0,3.0,3.0,3.0,4.0
695924951.jpg,3,3.0,4.0,3.0,3.0
2240245430.jpg,3,3.0,3.0,3.0,3.0
4222515459.jpg,3,3.0,0.0,3.0,4.0
760863006.jpg,2,2.0,3.0,1.0,2.0
499671530.jpg,3,3.0,3.0,3.0,3.0
1836918462.jpg,4,0.0,3.0,3.0,3.0
2639460445.jpg,2,2.0,3.0,4.0,3.0
3308322126.jpg,3,3.0,2.0,3.0,3.0
3061536410.jpg,2,3.0,0.0,3.0,2.0
3485603790.jpg,0,1.0,3.0,4.0,1.0
553204190.jpg,3,3.0,2.0,3.0,3.0
2108427375.jpg,3,3.0,3.0,3.0,3.0
2509869422.jpg,3,3.0,3.0,3.0,3.0
3397166306.jpg,3,3.0,1.0,1.0,3.0
1044545725.jpg,3,3.0,3.0,3.0,3.0
3826378692.jpg,3,3.0,3.0,3.0,3.0
4043153792.jpg,0,4.0,0.0,0.0,3.0
1172185263.jpg,3,3.0,3.0,3.0,3.0
1695601618.jpg,4,4.0,3.0,1.0,3.0
3365267863.jpg,1,1.0,3.0,3.0,3.0
2474385687.jpg,2,2.0,2.0,1.0,4.0
1553857773.jpg,2,2.0,3.0,2.0,3.0
2252976900.jpg,3,3.0,3.0,4.0,3.0
614363476.jpg,3,3.0,3.0,4.0,3.0
1264109301.jpg,1,1.0,3.0,1.0,3.0
192315586.jpg,1,1.0,3.0,3.0,0.0
4070357374.jpg,3,3.0,3.0,3.0,3.0
1046156726.jpg,2,3.0,3.0,3.0,4.0
888983519.jpg,3,3.0,2.0,3.0,1.0
1829483493.jpg,3,3.0,3.0,2.0,4.0
3741438822.jpg,4,4.0,3.0,3.0,1.0
3961136833.jpg,0,0.0,1.0,3.0,3.0
1858522213.jpg,3,3.0,3.0,1.0,2.0
2906227978.jpg,3,3.0,2.0,3.0,3.0
3719761839.jpg,1,1.0,3.0,3.0,2.0
3321193739.jpg,4,3.0,3.0,3.0,3.0
2772805296.jpg,3,3.0,3.0,3.0,2.0
1873204876.jpg,1,1.0,3.0,3.0,3.0
1983593299.jpg,3,3.0,2.0,4.0,4.0
917153346.jpg,3,3.0,3.0,3.0,3.0
2499785298.jpg,3,3.0,1.0,4.0,3.0
279831330.jpg,3,3.0,2.0,3.0,3.0
3084656957.jpg,3,3.0,3.0,3.0,0.0
3381316827.jpg,3,3.0,4.0,2.0,2.0
1060007225.jpg,3,3.0,3.0,3.0,3.0
705886704.jpg,3,3.0,3.0,4.0,3.0
2919802087.jpg,2,2.0,3.0,3.0,3.0
643163594.jpg,3,3.0,3.0,3.0,3.0
1125560878.jpg,4,1.0,3.0,3.0,3.0
2561018646.jpg,3,3.0,3.0,1.0,3.0
4064862687.jpg,3,3.0,3.0,3.0,2.0
2178418518.jpg,3,3.0,3.0,1.0,4.0
755912815.jpg,4,0.0,0.0,1.0,3.0
1768676175.jpg,3,3.0,2.0,2.0,0.0
2501671666.jpg,3,3.0,3.0,1.0,3.0
3966397461.jpg,1,1.0,4.0,3.0,3.0
2524662957.jpg,4,4.0,3.0,3.0,3.0
481972599.jpg,4,1.0,3.0,3.0,3.0
2375481276.jpg,3,3.0,1.0,4.0,4.0
3947465350.jpg,3,3.0,0.0,4.0,3.0
138109251.jpg,3,3.0,3.0,3.0,0.0
2035143939.jpg,3,3.0,3.0,4.0,3.0
644617197.jpg,4,0.0,3.0,3.0,3.0
2109494038.jpg,3,3.0,2.0,0.0,3.0
680852379.jpg,3,3.0,3.0,3.0,3.0
3740367572.jpg,3,3.0,3.0,3.0,4.0
2826018346.jpg,4,4.0,3.0,3.0,1.0
554488826.jpg,1,2.0,3.0,3.0,3.0
1982702143.jpg,3,3.0,3.0,3.0,3.0
1620397384.jpg,4,4.0,3.0,3.0,3.0
3174223236.jpg,3,3.0,3.0,3.0,3.0
1851497737.jpg,3,3.0,4.0,2.0,1.0
1064688608.jpg,2,2.0,3.0,3.0,3.0
3803823261.jpg,1,1.0,3.0,3.0,4.0
1918762654.jpg,3,3.0,0.0,4.0,1.0
3876148963.jpg,4,1.0,3.0,0.0,3.0
3752575686.jpg,3,3.0,3.0,3.0,3.0
3048641899.jpg,3,3.0,3.0,2.0,1.0
1272736985.jpg,3,3.0,3.0,1.0,3.0
2936101260.jpg,3,3.0,3.0,3.0,3.0
1880094167.jpg,3,3.0,3.0,3.0,3.0
291053926.jpg,2,2.0,1.0,3.0,2.0
1748314267.jpg,2,2.0,2.0,3.0,3.0
2573993718.jpg,3,3.0,3.0,1.0,3.0
1611142189.jpg,3,3.0,3.0,3.0,4.0
4277021360.jpg,3,3.0,3.0,0.0,3.0
3124400463.jpg,3,3.0,3.0,3.0,3.0
2417890720.jpg,2,2.0,3.0,3.0,3.0
2707207245.jpg,4,0.0,3.0,3.0,1.0
1338027879.jpg,3,3.0,1.0,1.0,0.0
1480331459.jpg,3,3.0,3.0,0.0,3.0
1157584839.jpg,3,3.0,3.0,3.0,0.0
2274470269.jpg,1,1.0,2.0,3.0,3.0
4181129288.jpg,1,1.0,4.0,2.0,3.0
2043349328.jpg,3,3.0,3.0,3.0,3.0
2462343820.jpg,4,2.0,3.0,3.0,1.0
1824287001.jpg,3,3.0,1.0,4.0,3.0
1354318448.jpg,3,3.0,3.0,3.0,3.0
2147229909.jpg,4,1.0,3.0,1.0,3.0
1088343861.jpg,3,3.0,3.0,1.0,2.0
1314320713.jpg,3,3.0,3.0,3.0,2.0
864903108.jpg,1,1.0,3.0,2.0,3.0
2140295414.jpg,2,2.0,3.0,3.0,3.0
2704051934.jpg,4,4.0,2.0,3.0,3.0
2329850853.jpg,4,4.0,2.0,4.0,4.0
3852314693.jpg,3,3.0,1.0,3.0,3.0
458696690.jpg,1,1.0,3.0,3.0,3.0
763642259.jpg,3,3.0,3.0,3.0,3.0
2382793101.jpg,3,3.0,2.0,0.0,3.0
2919064495.jpg,3,3.0,3.0,4.0,3.0
4282530176.jpg,2,2.0,2.0,3.0,2.0
2223402762.jpg,3,3.0,0.0,1.0,3.0
179556493.jpg,2,2.0,3.0,3.0,0.0
2926838073.jpg,3,3.0,0.0,3.0,1.0
938932168.jpg,3,3.0,3.0,1.0,3.0
2776641820.jpg,1,0.0,3.0,4.0,3.0
1198438913.jpg,3,3.0,0.0,3.0,4.0
2516383896.jpg,3,3.0,0.0,4.0,3.0
1848142800.jpg,3,3.0,3.0,1.0,2.0
1714717170.jpg,3,3.0,3.0,2.0,3.0
1375173494.jpg,1,1.0,2.0,3.0,3.0
3561279698.jpg,3,3.0,4.0,1.0,3.0
1069985474.jpg,1,4.0,3.0,3.0,3.0
3333295936.jpg,3,3.0,3.0,3.0,0.0
1121048541.jpg,2,2.0,3.0,3.0,2.0
2755160950.jpg,3,3.0,2.0,3.0,3.0
100042118.jpg,1,4.0,3.0,2.0,3.0
4064710747.jpg,3,3.0,3.0,2.0,3.0
3267041557.jpg,1,1.0,3.0,3.0,2.0
3479006083.jpg,4,2.0,2.0,3.0,3.0
2904271426.jpg,3,3.0,3.0,3.0,3.0
1932036531.jpg,3,3.0,0.0,0.0,3.0
442743258.jpg,3,3.0,1.0,3.0,3.0
2527588542.jpg,3,3.0,3.0,3.0,3.0
1290043327.jpg,3,3.0,0.0,4.0,3.0
2967863031.jpg,3,3.0,3.0,0.0,3.0
304370319.jpg,3,3.0,3.0,3.0,3.0
2522608813.jpg,0,0.0,3.0,3.0,3.0
4142973523.jpg,3,3.0,3.0,3.0,3.0
1162586236.jpg,3,3.0,3.0,1.0,4.0
23975111.jpg,3,3.0,3.0,3.0,3.0
352468512.jpg,4,4.0,3.0,3.0,3.0
2455854003.jpg,0,3.0,3.0,3.0,1.0
2147728293.jpg,4,4.0,2.0,4.0,3.0
2178767483.jpg,3,3.0,3.0,3.0,3.0
4169508703.jpg,4,4.0,4.0,3.0,3.0
3298309036.jpg,3,3.0,2.0,3.0,3.0
1104367012.jpg,3,3.0,0.0,0.0,3.0
1834748922.jpg,2,2.0,3.0,3.0,3.0
1824705261.jpg,3,3.0,3.0,3.0,3.0
3118711567.jpg,3,3.0,1.0,3.0,3.0
243377710.jpg,3,3.0,2.0,0.0,0.0
2906219922.jpg,2,2.0,3.0,3.0,3.0
3207676164.jpg,3,3.0,3.0,4.0,4.0
1065833532.jpg,4,4.0,3.0,3.0,4.0
758155419.jpg,1,1.0,3.0,3.0,4.0
3935356318.jpg,3,3.0,2.0,1.0,3.0
1355063606.jpg,3,3.0,3.0,3.0,3.0
1116781528.jpg,2,2.0,2.0,0.0,3.0
401103417.jpg,3,3.0,3.0,3.0,3.0
2767841280.jpg,3,3.0,1.0,0.0,3.0
1454900763.jpg,3,3.0,2.0,1.0,3.0
3956271103.jpg,3,3.0,2.0,3.0,4.0
3402978861.jpg,3,3.0,2.0,3.0,3.0
3947205646.jpg,3,3.0,3.0,3.0,3.0
3123589236.jpg,3,3.0,3.0,0.0,3.0
3722195548.jpg,3,3.0,3.0,3.0,3.0
1094811132.jpg,3,3.0,0.0,3.0,3.0
1331260806.jpg,4,4.0,3.0,1.0,3.0
1381626886.jpg,3,3.0,4.0,3.0,1.0
1924967159.jpg,3,3.0,1.0,3.0,4.0
3930678824.jpg,4,4.0,2.0,1.0,4.0
4020073258.jpg,3,3.0,3.0,3.0,3.0
4065072100.jpg,3,3.0,3.0,3.0,1.0
1176861748.jpg,1,1.0,0.0,3.0,2.0
3613383486.jpg,1,3.0,1.0,1.0,2.0
148976696.jpg,3,3.0,3.0,3.0,3.0
414363375.jpg,3,3.0,4.0,3.0,2.0
1271661082.jpg,4,4.0,3.0,1.0,3.0
3459380101.jpg,3,3.0,3.0,3.0,0.0
2213062056.jpg,3,3.0,3.0,3.0,4.0
3308221091.jpg,3,3.0,0.0,4.0,3.0
3897147846.jpg,1,1.0,3.0,3.0,0.0
1180887054.jpg,3,3.0,3.0,3.0,3.0
650816529.jpg,3,3.0,2.0,3.0,3.0
391364557.jpg,4,3.0,2.0,2.0,3.0
1289615657.jpg,3,3.0,3.0,3.0,3.0
2015623065.jpg,4,3.0,3.0,0.0,3.0
624921461.jpg,3,3.0,3.0,4.0,3.0
1336088186.jpg,3,3.0,3.0,3.0,3.0
1407007212.jpg,2,2.0,3.0,3.0,2.0
960202242.jpg,2,2.0,0.0,0.0,2.0
2181259401.jpg,4,4.0,3.0,0.0,4.0
1674288573.jpg,0,0.0,3.0,3.0,3.0
890494248.jpg,1,1.0,0.0,3.0,3.0
2516805400.jpg,3,3.0,3.0,3.0,3.0
2224409184.jpg,3,3.0,3.0,3.0,3.0
4035811730.jpg,3,3.0,3.0,2.0,3.0
3655511142.jpg,2,2.0,3.0,3.0,3.0
1807238206.jpg,2,2.0,1.0,0.0,3.0
2779441922.jpg,2,3.0,3.0,4.0,3.0
553195372.jpg,1,1.0,3.0,3.0,3.0
3406720343.jpg,4,3.0,3.0,3.0,1.0
2606026216.jpg,3,3.0,2.0,3.0,3.0
2499859350.jpg,0,0.0,0.0,4.0,3.0
2669158036.jpg,1,1.0,3.0,3.0,0.0
1503774088.jpg,3,3.0,3.0,3.0,4.0
39509515.jpg,2,2.0,3.0,2.0,1.0
3269770474.jpg,3,3.0,3.0,3.0,3.0
3882641600.jpg,4,4.0,3.0,3.0,3.0
2218894352.jpg,3,3.0,1.0,4.0,3.0
609480856.jpg,3,3.0,3.0,3.0,4.0
3460216646.jpg,3,3.0,3.0,1.0,3.0
1729836525.jpg,4,4.0,3.0,4.0,3.0
2164873412.jpg,3,3.0,3.0,3.0,1.0
1075008294.jpg,3,3.0,2.0,3.0,3.0
2287369071.jpg,3,3.0,3.0,2.0,3.0
2301301726.jpg,3,3.0,3.0,3.0,3.0
1434629559.jpg,3,3.0,3.0,4.0,1.0
2361236588.jpg,3,3.0,3.0,3.0,3.0
1698435462.jpg,1,1.0,0.0,3.0,3.0
417059979.jpg,3,3.0,3.0,2.0,0.0
3363529103.jpg,3,3.0,1.0,3.0,3.0
914090622.jpg,3,3.0,3.0,2.0,2.0
3045858255.jpg,3,3.0,3.0,3.0,2.0
2123562479.jpg,3,3.0,3.0,4.0,3.0
1046187121.jpg,3,3.0,3.0,1.0,3.0
3964576371.jpg,3,3.0,3.0,3.0,2.0
998910982.jpg,1,1.0,3.0,3.0,3.0
1977264281.jpg,2,2.0,3.0,3.0,4.0
4210616939.jpg,3,3.0,1.0,3.0,3.0
1573602024.jpg,0,4.0,2.0,3.0,4.0
520111872.jpg,3,4.0,2.0,1.0,3.0
1772879705.jpg,4,4.0,2.0,3.0,3.0
2104395531.jpg,3,3.0,3.0,4.0,3.0
1350902917.jpg,3,3.0,3.0,3.0,4.0
2925462058.jpg,3,3.0,2.0,3.0,4.0
2113987713.jpg,3,3.0,3.0,3.0,3.0
2724161068.jpg,1,3.0,3.0,3.0,3.0
3564855382.jpg,3,3.0,2.0,1.0,4.0
2966179954.jpg,3,3.0,3.0,3.0,3.0
1741280523.jpg,4,4.0,3.0,2.0,1.0
2386110044.jpg,3,3.0,3.0,0.0,2.0
2991997052.jpg,3,3.0,3.0,1.0,3.0
3894758285.jpg,3,3.0,2.0,3.0,0.0
3425850136.jpg,1,0.0,4.0,3.0,3.0
2344357016.jpg,4,4.0,3.0,3.0,4.0
2054452426.jpg,3,3.0,2.0,4.0,2.0
1687852669.jpg,4,4.0,2.0,3.0,3.0
2121726779.jpg,4,4.0,3.0,3.0,3.0
3931510634.jpg,3,3.0,3.0,4.0,0.0
3801426852.jpg,3,3.0,3.0,3.0,3.0
2384802478.jpg,0,0.0,3.0,0.0,3.0
25658571.jpg,0,0.0,2.0,3.0,2.0
1022790491.jpg,3,3.0,3.0,3.0,3.0
846824837.jpg,4,4.0,3.0,3.0,2.0
483417793.jpg,3,3.0,1.0,1.0,3.0
754482252.jpg,2,2.0,4.0,3.0,2.0
2911274899.jpg,3,3.0,4.0,3.0,3.0
1031500522.jpg,3,3.0,3.0,3.0,3.0
2115818711.jpg,3,3.0,3.0,1.0,3.0
3650775304.jpg,2,2.0,3.0,3.0,3.0
114198015.jpg,3,1.0,1.0,3.0,2.0
1618985513.jpg,3,3.0,3.0,3.0,3.0
3806787164.jpg,3,3.0,4.0,4.0,3.0
2402393622.jpg,3,3.0,2.0,3.0,3.0
1001320321.jpg,0,4.0,3.0,3.0,4.0
2314978790.jpg,3,3.0,3.0,3.0,3.0
3089200900.jpg,2,3.0,3.0,3.0,3.0
176082101.jpg,4,4.0,4.0,3.0,3.0
672634169.jpg,2,2.0,3.0,3.0,3.0
1919668160.jpg,0,0.0,3.0,3.0,0.0
3259441892.jpg,3,3.0,3.0,3.0,2.0
2496761158.jpg,2,2.0,2.0,4.0,3.0
2403325531.jpg,4,4.0,0.0,3.0,2.0
1044930186.jpg,4,3.0,3.0,3.0,3.0
1672107115.jpg,3,3.0,3.0,3.0,0.0
1545680937.jpg,0,0.0,3.0,3.0,1.0
1167375452.jpg,3,3.0,3.0,1.0,3.0
968853775.jpg,3,3.0,3.0,3.0,3.0
1500466889.jpg,3,3.0,3.0,3.0,2.0
2898618584.jpg,3,3.0,4.0,3.0,3.0
2451619030.jpg,3,3.0,0.0,3.0,3.0
2034410033.jpg,0,4.0,3.0,1.0,3.0
2691519879.jpg,3,3.0,3.0,3.0,3.0
3646934132.jpg,3,3.0,3.0,3.0,3.0
1892079469.jpg,3,3.0,1.0,3.0,0.0
1228602404.jpg,3,3.0,3.0,4.0,4.0
3795291687.jpg,3,3.0,4.0,3.0,3.0
1230166376.jpg,3,3.0,3.0,1.0,3.0
3915312259.jpg,3,3.0,3.0,0.0,2.0
691285209.jpg,2,2.0,0.0,1.0,2.0
3609064277.jpg,3,3.0,3.0,2.0,4.0
3650945359.jpg,0,0.0,3.0,1.0,3.0
1590087424.jpg,3,3.0,3.0,3.0,3.0
2316157970.jpg,3,3.0,3.0,3.0,3.0
2198414004.jpg,3,1.0,2.0,3.0,3.0
3953222407.jpg,2,2.0,3.0,3.0,3.0
1968165864.jpg,3,3.0,1.0,4.0,3.0
1653281533.jpg,2,1.0,3.0,3.0,3.0
4048377608.jpg,2,2.0,1.0,3.0,2.0
3319077836.jpg,1,1.0,3.0,3.0,3.0
718269749.jpg,3,3.0,2.0,3.0,3.0
506664858.jpg,2,2.0,0.0,1.0,3.0
3944969366.jpg,1,1.0,3.0,3.0,2.0
635279232.jpg,3,3.0,3.0,3.0,3.0
1694570941.jpg,4,4.0,3.0,3.0,3.0
2423665630.jpg,1,1.0,3.0,3.0,3.0
632236115.jpg,1,1.0,4.0,3.0,3.0
776814328.jpg,3,3.0,3.0,2.0,3.0
230268037.jpg,1,4.0,3.0,3.0,3.0
58446146.jpg,3,3.0,3.0,1.0,3.0
1633926971.jpg,3,3.0,3.0,2.0,1.0
1085038226.jpg,4,2.0,3.0,0.0,1.0
90091578.jpg,3,3.0,3.0,2.0,0.0
2602456265.jpg,3,3.0,3.0,3.0,3.0
369451134.jpg,3,3.0,0.0,3.0,2.0
3439168363.jpg,1,0.0,4.0,3.0,3.0
444416814.jpg,3,3.0,1.0,3.0,3.0
1348221044.jpg,3,3.0,3.0,3.0,0.0
1036302176.jpg,3,3.0,1.0,3.0,3.0
2893140493.jpg,2,2.0,3.0,3.0,3.0
3956550570.jpg,3,3.0,3.0,1.0,3.0
2886129044.jpg,3,3.0,3.0,3.0,1.0
2602722844.jpg,2,3.0,3.0,0.0,0.0
2808806378.jpg,3,3.0,3.0,3.0,3.0
2373077253.jpg,3,3.0,3.0,3.0,3.0
564643932.jpg,2,3.0,3.0,4.0,1.0
3153252617.jpg,1,2.0,3.0,3.0,1.0
743135503.jpg,3,3.0,1.0,3.0,3.0
1297573130.jpg,1,1.0,3.0,3.0,3.0
986854149.jpg,3,3.0,3.0,3.0,4.0
2768992642.jpg,3,3.0,4.0,3.0,3.0
1483888570.jpg,2,2.0,3.0,3.0,1.0
2342455447.jpg,0,0.0,0.0,4.0,3.0
936336303.jpg,3,3.0,4.0,1.0,3.0
49533395.jpg,2,3.0,3.0,3.0,3.0
423272178.jpg,2,2.0,1.0,3.0,3.0
3058897297.jpg,4,0.0,3.0,3.0,3.0
2808848942.jpg,3,3.0,3.0,4.0,3.0
918534391.jpg,0,3.0,3.0,1.0,2.0
893035.jpg,3,3.0,0.0,3.0,3.0
4197748508.jpg,3,3.0,0.0,3.0,3.0
2028546131.jpg,4,4.0,3.0,3.0,3.0
1562385019.jpg,3,3.0,3.0,3.0,3.0
1345715941.jpg,3,3.0,3.0,1.0,3.0
922100024.jpg,1,1.0,3.0,3.0,3.0
3199571684.jpg,1,1.0,4.0,0.0,3.0
2903569782.jpg,3,3.0,3.0,2.0,3.0
851527428.jpg,3,3.0,3.0,3.0,1.0
4038168935.jpg,3,3.0,3.0,3.0,2.0
1850537552.jpg,3,3.0,3.0,2.0,3.0
690399930.jpg,4,0.0,2.0,3.0,3.0
1671790599.jpg,3,3.0,3.0,3.0,3.0
1088631003.jpg,3,3.0,0.0,3.0,3.0
1222304315.jpg,0,0.0,1.0,3.0,3.0
3533601057.jpg,0,0.0,3.0,3.0,3.0
2589663236.jpg,3,3.0,3.0,3.0,0.0
2145478515.jpg,3,3.0,3.0,0.0,2.0
2555433348.jpg,0,0.0,1.0,3.0,3.0
339203133.jpg,2,2.0,4.0,3.0,3.0
1126686225.jpg,3,3.0,3.0,4.0,3.0
2371937835.jpg,2,3.0,3.0,3.0,3.0
2412339095.jpg,3,3.0,3.0,3.0,3.0
1218944385.jpg,3,3.0,1.0,1.0,3.0
4159698994.jpg,3,3.0,2.0,3.0,3.0
1022932733.jpg,4,0.0,3.0,3.0,3.0
972622677.jpg,1,1.0,3.0,1.0,0.0
1839350979.jpg,3,3.0,2.0,4.0,3.0
2632382068.jpg,1,1.0,3.0,2.0,1.0
1216054567.jpg,3,3.0,3.0,3.0,3.0
1781156420.jpg,3,3.0,1.0,3.0,3.0
2516099863.jpg,4,4.0,3.0,1.0,3.0
2189896995.jpg,2,2.0,3.0,3.0,2.0
2813202691.jpg,3,3.0,3.0,1.0,3.0
2488945331.jpg,2,2.0,3.0,3.0,2.0
2838507101.jpg,4,0.0,3.0,3.0,2.0
668811521.jpg,2,1.0,3.0,0.0,3.0
1989453071.jpg,4,0.0,0.0,3.0,3.0
3262402201.jpg,3,3.0,3.0,1.0,3.0
4137700702.jpg,3,3.0,3.0,3.0,3.0
4013151880.jpg,3,3.0,3.0,2.0,3.0
2409113043.jpg,3,3.0,3.0,3.0,1.0
4134468341.jpg,3,3.0,3.0,3.0,3.0
1810849294.jpg,2,2.0,3.0,3.0,3.0
232348694.jpg,1,0.0,4.0,3.0,3.0
3389713573.jpg,3,3.0,1.0,3.0,3.0
2905209291.jpg,3,3.0,0.0,3.0,2.0
3637589170.jpg,3,3.0,4.0,3.0,1.0
4046068592.jpg,3,3.0,4.0,3.0,2.0
3790228631.jpg,4,0.0,3.0,1.0,2.0
3022004374.jpg,3,3.0,3.0,2.0,1.0
1060754806.jpg,3,3.0,3.0,3.0,0.0
695839663.jpg,3,3.0,3.0,1.0,3.0
2442913111.jpg,3,3.0,3.0,1.0,3.0
2277025028.jpg,3,3.0,3.0,3.0,2.0
1352630748.jpg,3,3.0,2.0,2.0,2.0
451612458.jpg,3,3.0,3.0,4.0,3.0
3415500491.jpg,3,3.0,3.0,3.0,3.0
3231064987.jpg,3,3.0,3.0,3.0,1.0
549854027.jpg,1,1.0,2.0,3.0,3.0
2578576273.jpg,3,3.0,4.0,3.0,3.0
132993724.jpg,3,3.0,3.0,1.0,3.0
1578977008.jpg,3,3.0,3.0,3.0,3.0
3360732633.jpg,3,3.0,4.0,3.0,4.0
3066421395.jpg,3,3.0,0.0,3.0,3.0
887896841.jpg,3,3.0,1.0,0.0,3.0
1352603733.jpg,3,3.0,3.0,0.0,4.0
2557400310.jpg,3,3.0,3.0,3.0,2.0
4060265637.jpg,3,3.0,4.0,4.0,3.0
3443846811.jpg,0,0.0,3.0,3.0,4.0
3267776509.jpg,3,3.0,3.0,3.0,3.0
1048581072.jpg,2,1.0,3.0,1.0,3.0
2930575492.jpg,3,3.0,3.0,3.0,3.0
458698920.jpg,1,4.0,3.0,3.0,1.0
2904485094.jpg,2,2.0,4.0,3.0,2.0
3338988321.jpg,1,1.0,3.0,4.0,3.0
359920987.jpg,3,3.0,4.0,3.0,3.0
456963939.jpg,4,4.0,3.0,3.0,4.0
